,count,mean,std,min,25%,50%,75%,max,missing_count,skewness
unlink,11598.0,8.628211760648387,21.56721306942447,0.0,0.0,2.0,8.0,1198.0,0,18.48241825085081
unregisterContentObserver,11598.0,0.3113467839282635,5.789864020344737,0.0,0.0,0.0,0.0,321.0,0,38.84983338898581
unregisterMediaButtonIntent,11598.0,0.0001724435247456458,0.013131209200943515,0.0,0.0,0.0,0.0,1.0,0,76.14131428669309
unregisterRemoteControlClient,11598.0,8.62217623728229e-05,0.009285567423309297,0.0,0.0,0.0,0.0,1.0,0,107.69401097554126
updateAppWidgetIds,11598.0,0.0004311088118641145,0.024564578351957116,0.0,0.0,0.0,0.0,2.0,0,63.94940007554868
updateAppWidgetProvider,11598.0,0.0037937575444042075,0.14736133773343704,0.0,0.0,0.0,0.0,10.0,0,53.01665700224919
updateSelection,11598.0,0.39541300224176584,5.746315884310558,0.0,0.0,0.0,0.0,105.0,0,14.827829333853524
updateServiceLocation,11598.0,0.001638213485083635,0.07368687433423413,0.0,0.0,0.0,0.0,5.0,0,58.3487850390503
utimes,11598.0,0.07785825142265908,1.4091649286855736,0.0,0.0,0.0,0.0,50.0,0,22.611875955406607
vfork,11598.0,2.240903604069667,15.727153504759487,0.0,0.0,0.0,0.0,117.0,0,7.136528016202137
vibrate,11598.0,0.001724435247456458,0.06946841807760776,0.0,0.0,0.0,0.0,6.0,0,65.26875164918137
vibratePattern,11598.0,0.0007759958613554061,0.03347203821369147,0.0,0.0,0.0,0.0,2.0,0,48.22541296649815
wait4,11598.0,6.498275564752544,164.3221223445779,0.0,0.0,0.0,0.0,17431.0,0,102.86718606737352
watchRotation,11598.0,0.0006897740989825832,0.026255623175139475,0.0,0.0,0.0,0.0,1.0,0,38.04109620522037
windowGainedFocus,11598.0,1.5600103466114847,2.286191925212421,0.0,0.0,1.0,2.0,28.0,0,3.062770868307708
write,11598.0,1109.516028824795,8423.156241560406,0.0,69.0,252.0,1114.75,776646.1951530832,0,70.12623430759865
writev,11263.0,916.8830073780939,12517.377311426957,0.0,11.0,41.0,141.0,949460.0,335,50.815221684240505
